title,year,director,runtime,cast
Avengers: Endgame,2019,Joe Russo,181,"['Robert Downey Jr.', 'Chris Evans', 'Mark Ruffalo', 'Chris Hemsworth', 'Scarlett Johansson', 'Jeremy Renner', 'Don Cheadle', 'Paul Rudd', 'Benedict Cumberbatch', 'Chadwick Boseman', 'Brie Larson', 'Tom Holland', 'Karen Gillan', 'Zoe Saldaña', 'Evangeline Lilly', 'Tessa Thompson', 'Rene Russo', 'Elizabeth Olsen', 'Anthony Mackie', 'Sebastian Stan', 'Tom Hiddleston', 'Danai Gurira', 'Benedict Wong', 'Pom Klementieff', 'Dave Bautista', 'Letitia Wright', 'John Slattery', 'Tilda Swinton', 'Jon Favreau', 'Hayley Atwell', 'Natalie Portman', 'Marisa Tomei', 'Taika Waititi', 'Angela Bassett', 'Michael Douglas', 'Michelle Pfeiffer', 'William Hurt', 'Cobie Smulders', 'Sean Gunn', 'Winston Duke', 'Linda Cardellini', 'Maximiliano Hernández', 'Frank Grillo', 'Hiroyuki Sanada', 'Tom Vaughan-Lawlor', ""James D'Arcy"", 'Jacob Batalon', 'Vin Diesel', 'Bradley Cooper', 'Gwyneth Paltrow', 'Robert Redford', 'Josh Brolin', 'Chris Pratt', 'Samuel L. Jackson', 'Lexi Rabe', 'Ross Marquand', 'Joe Russo', 'Emma Fuhrmann', 'Michael James Shaw', 'Terry Notary', 'Kerry Condon', 'Ben Sakamoto', 'Ava Russo', 'Cade Woodward', 'Stan Lee', 'Yvette Nicole Brown', 'Callan Mulvey', 'Lia Russo', 'Julian Russo', 'Taylor Patterson', 'Agostino Rosalina', 'Ken Jeong', 'Ty Simpkins', 'Jackson A. Dunn', 'Lee Moore', 'Bazlo LeClair', 'Loen LeClair', 'Matthew Berry', 'Joy McAvoy', 'John Michael Morris', 'Michael A. Cook', 'Brent McGee', 'Brian Schaeffer', 'Jamie Wedel', 'Anthony G Breed', 'Erica Ribley', 'Monique Ganderton', 'Jim Starlin', 'Jimmy Ray Pickens', 'Hye Jin Jang', 'Russell Bobbitt', 'James Lin', 'Jack Champion', 'Sam Hargrave', 'Patrick Gorman', 'Aaron Lazar', 'Robert Pralgo', 'Tom Wisdom', 'John Posey', 'Ameenah Kaplan', 'Olaniyan Thurmon', 'Jennifer Elmore', 'Mike Lutz']"
Inception,2010,Christopher Nolan,148,"['Leonardo DiCaprio', 'Joseph Gordon-Levitt', 'Ken Watanabe', 'Tom Hardy', 'Elliot Page', 'Dileep Rao', 'Cillian Murphy', 'Tom Berenger', 'Marion Cotillard', 'Pete Postlethwaite', 'Michael Caine', 'Lukas Haas', 'Talulah Riley', 'Tohoru Masamune', 'Taylor Geare', 'Claire Geare', 'Johnathan Geare', 'Yuji Okumoto', 'Earl Cameron', 'Ryan Hayward', 'Miranda Nolan', 'Russ Fega', 'Tim Kelleher', 'Coralie Dedykere', 'Silvie Laguna', 'Virgile Bramly', 'Nicolas Clerc', 'Jean-Michel Dagory', 'Marc Raducci', 'Tai-Li Lee', 'Magnus Nolan', 'Helena Cullinan', 'Mark Fleischmann', 'Shelley Lang', 'Adam Cole', 'Jack Murray', 'Kraig Thornber', 'Angela Nathenson', 'Natasha Beaumont', 'Carl Gilliard', 'Jill Maddrell', 'Alex Lombard', 'Nicole Pulliam', 'Peter Basham', 'Michael Gaston', 'Felix Scott', 'Andrew Pleavin', 'Lisa Reynolds', 'Jason Tendell', 'Jack Gilroy', 'Shannon Welles', 'Daniel Girondeaud']"
Star Wars: The Force Awakens,2015,J.J. Abrams,136,"['Harrison Ford', 'Mark Hamill', 'Carrie Fisher', 'Adam Driver', 'Daisy Ridley', 'John Boyega', 'Oscar Isaac', ""Lupita Nyong'o"", 'Andy Serkis', 'Domhnall Gleeson', 'Anthony Daniels', 'Max von Sydow', 'Peter Mayhew', 'Gwendoline Christie', 'Joonas Suotamo', 'Pip Andersen', 'Simon Pegg', 'Kiran Shah', 'Sasha Frost', 'Pip Torrens', 'Andrew Jack', 'Rocky Marshall', 'Greg Grunberg', 'Emun Elliott', 'Brian Vernel', 'Yayan Ruhian', 'Sebastian Armesto', 'Maisie Richardson-Sellers', 'Warwick Davis', 'Cailey Fleming', 'Mark Stanley', 'Ken Leung', 'Iko Uwais', 'Anna Brewster', 'Harriet Walter', 'Tim Rose', 'Erik Bauersfeld', 'Mike Quinn', 'Bill Kipsang Rotich', 'Michael Giacchino', 'Nigel Godrich', 'Judah Friedlander', 'Victor McGuire', 'Miltos Yerolemou', 'Billie Lourd', 'Leanne Best', 'Crystal Clarke', 'Jeffery Kissoon', 'Claudia Sermbezis', 'Gerald W. Abrams', 'Jim McGrath', 'Philicia Saunders', 'Morgan Dameron', 'Jessica Henwick', 'Tosin Cole', 'James McArdle', 'Stefan Grube', 'Dixie Arnold', 'Hannah John-Kamen', 'Kate Fleetwood', 'Thomas Brodie-Sangster', 'Brian Herring', 'Dave Chapman', 'Jimmy Vee', 'Cecep Arif Rahman', 'Ian Whyte', 'Daniel Craig', 'Ewan McGregor', 'Frank Oz', 'Alec Guinness', 'Tom Kane', 'Catherine Taber', 'Matthew Wood', 'Samuel Witwer', 'Meredith Salenger', 'James Arnold Taylor', 'Michael Donovan', 'Devon Libran', 'Robert Stambler', 'Verona Blue', 'Fred Tatasciore', 'Patrick Correll', 'Karen Huie', 'Orly Schuchmacher', 'Ben Schwartz', 'Mark Dodson', 'Yang Liang', 'David Acord', 'Jamie B. Chambers', 'David M. Santana', 'Francesca Longrigg', 'D.C. Barns', 'Tom Edden', 'Richard Riddell', 'Jefferson Hall', 'Jack Laskey', 'Christina Chong', 'Daniel Adjei', 'Charlie Akin', 'Adrian Allan', 'Samantha Alleyne', 'Paul Biddiss', 'Hannah Blamires', 'Rony Bridges', 'Stuart Budd', 'Calvin Chen', 'Alan Chimes', 'Jamie Clay', 'David W. Collins', 'Cavin Cornwall', 'Rowan Cox', 'Nathalie Cuzner', 'Rimmel Daniel', ""Keith De'Winter"", 'Adrian Derrick-Palmer', 'Michael Dickins', 'Cameron Edwards', 'Jesse Michael Fullington', 'Gloria García', 'Salo Gardner', 'Caroline Garnell', 'Chris Geden', 'Versha Grant', 'Steven James Griffiths', 'Gary Hailes', 'Tim Hammersley', 'Chris Hastings', 'Marina Hayter', 'Kelvin Hewlett', 'Matthew Hobbs', 'Phil Hodges', 'Leigh Holland', 'Kevin Hudson', 'Phoenix James', 'Zander James', 'Tobias James-Samuels', 'Paul Kasey', 'Aaron Kennedy', 'Aidan Knight', 'Sanj Krishnan', 'Lukas Landau', 'Andrei Lenart', 'Jorge Leon Martinez', 'Julia Leyland', 'Billy James Machin', 'Hamza Malik', 'Raymond Mamrak', 'Kelsey Edwards', 'Kenny-Lee Mbanefo', 'David McCarrison', 'Sandeep Mohan', 'Benjayx Murphy', 'Robert Strange', 'Charlie Nevett', 'Jason Nicholls', 'Terry Noble', 'David Norfolk', 'Tatsujiro Oto', 'Gillian Pittaway', 'Nathan Plant', 'Elroy Powell', 'Jay Rincon', 'Marc Rolfe', 'Julio Romeo', 'Arti Shah', 'Kat Sheridan', 'Stephanie Silva', 'Jasper Skinner', 'Sandy Kate Slade', 'Clem So', 'Benito Sovrano', 'Karol Steele', 'François Sternkiker', 'Frank Stone', 'Andy Sweet', 'Peter Theobalds', 'Pablo Verdejo', 'Ashley Ward', 'Paul Warren', 'Topo Wresniwiro', 'Joshua Ásberg', 'Bill Hader', 'Joe Cash', 'Clare Glass', 'Ben Schwartz']"
Guardians of the Galaxy,2014,James Gunn,121,"['Chris Pratt', 'Zoe Saldaña', 'Dave Bautista', 'Vin Diesel', 'Bradley Cooper', 'Lee Pace', 'Michael Rooker', 'Karen Gillan', 'Djimon Hounsou', 'John C. Reilly', 'Glenn Close', 'Benicio del Toro', 'Laura Haddock', 'Sean Gunn', 'Peter Serafinowicz', 'Christopher Fairbank', 'Krystian Godlewski', 'Wyatt Oleff', 'Gregg Henry', 'Janis Ahern', 'Solomon Mousley', 'Lindsay Morton', 'Robert Firth', 'Melia Kreiling', 'Tom Proctor', 'Nick Holmes', 'Max Wrottesley', 'Stan Lee', 'Nicole Alexandra Shipley', 'Sharif Atkins', 'Brendan Fehr', 'Tomas Arana', 'Mikaela Hoover', 'Emmett Scanlan', 'Dominic Grant', 'Spencer Wilding', 'Alison Lintott', 'Alexis Rodney', 'Nathan Fillion', 'Keeley Forsyth', 'Frank Gilhooley', 'Alexis Denisof', 'Enzo Cilenti', 'Richard Katz', 'Ene Frost', 'Ronan Summers', 'Ophelia Lovibond', 'Laura Ortiz', 'Marama Corlett', 'Rosie Jones', 'Abidemi Sobande', 'Alex Rose', 'Ekaterina Zalitko', 'Emily Redding', 'Stephen Blackehart', 'Jennifer Moylan-Taylor', 'Bruce Mackinnon', 'Ralph Ineson', 'Rob Zombie', 'Naomi Ryan', 'John Brotherton', 'Graham Shiels', 'James Gunn', 'Douglas Robson', 'Rachel Cullen', 'Isabella Poynton', 'Imogen Poynton', 'David Yarovesky', 'Miriam Lucia', 'Josh Brolin', 'Lloyd Kaufman', 'Tyler Bates', 'Seth Green', 'Jozef Aoki']"
Interstellar,2014,Christopher Nolan,169,"['Matthew McConaughey', 'Anne Hathaway', 'Jessica Chastain', 'Bill Irwin', 'Ellen Burstyn', 'Michael Caine', 'Mackenzie Foy', 'Casey Affleck', 'John Lithgow', 'Wes Bentley', 'David Gyasi', 'Matt Damon', 'Topher Grace', 'Timothée Chalamet', 'David Oyelowo', 'William Devane', 'Josh Stewart', 'Collette Wolfe', 'Leah Cairns', 'Russ Fega', 'Lena Georgas', 'Jeff Hephner', 'Elyes Gabel', 'Brooke Smith', 'Liam Dickinson', 'Francis X. McCarthy', 'Andrew Borba', 'Flora Nolan', 'Griffen Fraser', 'William Patrick Brown', 'Kristian Van der Heyden', 'Joseph Oliveira', 'Ryan Irving', 'Alexander Michael Helisek', 'Benjamin Hardy']"
Her,2013,Spike Jonze,126,"['Joaquin Phoenix', 'Scarlett Johansson', 'Amy Adams', 'Rooney Mara', 'Chris Pratt', 'Olivia Wilde', 'Matt Letscher', 'Portia Doubleday', 'Spike Jonze', 'Bill Hader', 'Kristen Wiig', 'Artt Butler', 'SoKo', 'Brian Cox', 'Luka Jones', 'Sam Jaeger', 'Pramod Kumar', 'Evelyn Edwards', 'Lil Buck', 'Lynn Adrianna', 'Lisa Renee Pitts', 'Gabe Gomez', 'May Lindstrom', 'David Azar', 'Guy Lewis', 'Melanie Seacat', 'Steve Zissis', 'Dane White', 'Nicole Grother', 'James Ozasky', 'Samantha Sarakanti', 'Gracie Prewitt', 'Claudia Choi', 'Laura Kai Chen', 'Wendy Leon', 'Alia Janine', 'Brian D. Johnson', 'Robert Benard', 'Lisa Cohen', 'Grant Samson']"
Joker,2019,Todd Phillips,122,"['Joaquin Phoenix', 'Robert De Niro', 'Zazie Beetz', 'Frances Conroy', 'Brett Cullen', 'Shea Whigham', 'Bill Camp', 'Glenn Fleshler', 'Leigh Gill', 'Josh Pais', 'Rocco Luna', 'Marc Maron', 'Sondra James', 'Murphy Guyer', 'Douglas Hodge', 'Dante Pereira-Olson', 'Carrie Louise Putrello', 'Sharon Washington', 'Hannah Gross', 'Frank Wood', 'Brian Tyree Henry', 'April Grace', 'Mick Szal', 'Carl Lundstedt', 'Michael Benz', 'Ben Warheit', 'Gary Gulman', 'Sam Morril', 'Chris Redd', 'Mandela Bellamy', 'Demetrius Dotson II', 'Greer Barnes', 'Ray Iannicelli', 'Bryan Callen', 'Peter Hans Benson', 'Vito Gerbino', 'Adam Quezada', 'Xavyer Ureña', 'Evan Rosado', 'Damian Emmanuel', 'Mike Troll', 'Jane Fergus', 'David Gibson', 'Tony D. Head', 'Jeff McCarthy', 'Kim Brockington', 'Troy Roberts', 'Lou Young', 'Michael-Scott Druckenmiller', 'Craig Austin', 'John Cenatiempo', 'Danny Schoch', 'Keith Buterbaugh', 'James Ciccone', 'Rich Campbell', 'Roger Squitero', 'Steven Elson', 'Graham Mabry', 'John Alldred', 'Alonzo Wright', 'Jack Wilkins', 'Richard Baratta', 'Mary Kate Malat', 'Adrienne Lovette', 'Justin Theroux', 'Alissa Bourne', 'Jamaal Burcher', 'John Cashin', 'Jason John Cicalese', 'Brendan Patrick Connor', 'Blaise Corrigan', 'Dennis Jay Funny', 'James P. Harkins', 'Joseph Hernandez', 'Ben Heyman', 'Graham Maby', 'Jesse Schratz', 'Isabella Ferreira', 'Shade Rupe']"
The Grand Budapest Hotel,2014,Wes Anderson,100,"['Ralph Fiennes', 'F. Murray Abraham', 'Tony Revolori', 'Mathieu Amalric', 'Adrien Brody', 'Willem Dafoe', 'Jeff Goldblum', 'Edward Norton', 'Harvey Keitel', 'Jude Law', 'Bill Murray', 'Saoirse Ronan', 'Jason Schwartzman', 'Léa Seydoux', 'Tilda Swinton', 'Tom Wilkinson', 'Owen Wilson', 'Florian Lukas', 'Bob Balaban', 'Fisher Stevens', 'Wallace Wolodarsky', 'Waris Ahluwalia', 'Uwe Holoubek', 'Larry Pine', 'Karl Markovics', 'Volker Michalowski', 'Daniel Steiner', 'Hendrik von Bültzingslöwen', 'Lisa Kreuzer', 'Rainer Reiners', 'Sabine Urig', 'Matthias Matschke', 'Philipp Sonntag', 'Hans Martin Stier', 'Giselda Volodi', 'Neal Huff', 'Steffen Scheumann', 'Milton Welsh', 'Piet Paes', 'Michaela Caspar', 'Heike Hanold-Lynch', 'Roy Macready', 'Carl Sprague', 'Golo Euler', 'Roman Berger', 'Michael Benthin', 'Lucas Hedges', 'Wolfgang Ceczor', 'Georg Tryphon', 'Gabriel Rush', 'Hannes Wegener', 'Gerald Sullivan', 'Ben Howard', 'Marko Dyrlich', 'Jella Niemann', 'Marcel Mazur', 'Robert Bienas', 'Oliver Claridge', 'Bernhard Kremser', 'Kunichi Nomura', 'Sister Anna Rademacher', 'Heinz-Werner Jeschkowski', 'Sabine Euler', 'Renate Klein', 'Paul Schlase', 'Darin Damjanow', 'Dar Ronge', 'Robin Hurlstone', 'Jutta Westphal', 'Gisela Bech', 'Birgit Müller', 'Ursula Kuhnt', 'Monika Krüger', 'Wolfram Nielacny', 'John Peet', 'Jürgen Schwämmle', 'Frank Jacob', 'Lennart Meyer', 'Alfred Hänel', 'Manpreet Gerlach', 'David Adamik', 'Moritz Hepper', 'David Cioffi', 'Oliver Hazell', 'Bohumil Váchal', 'Ed Munro', 'Francesco Zippel', 'Enrico Hoffmann', 'Marie Goyette', 'Jeno Orosz', 'Gyula Lukács', 'Georg Rittmannsperger', 'Dirk Bossmann', 'Arwin Lobedann', 'Matthias Holfert', 'Reinhold Hegelow', 'Steffen Nixdorf', 'Manfred Lindner']"
The Shining,1980,Stanley Kubrick,144,"['Jack Nicholson', 'Shelley Duvall', 'Scatman Crothers', 'Danny Lloyd', 'Philip Stone', 'Joe Turkel', 'Barry Nelson', 'Barry Dennen', 'Tony Burton', 'Lia Beldam', 'Billie Gibson', 'David Baxt', 'Manning Redwood', 'Lisa Burns', 'Louise Burns', 'Robin Pappas', 'Anne Jackson', 'Alison Coleridge', 'Burnell Tucker', 'Jana Shelden', 'Paul Desbois', 'Vivian Kubrick', 'Derek Lyons', 'Alan Harris', 'Peter McNamara', 'Guy Standeven', 'Reg Thomason']"
Star Wars: The Last Jedi,2017,Rian Johnson,152,"['Mark Hamill', 'Carrie Fisher', 'Adam Driver', 'Daisy Ridley', 'John Boyega', 'Oscar Isaac', 'Andy Serkis', ""Lupita Nyong'o"", 'Domhnall Gleeson', 'Anthony Daniels', 'Gwendoline Christie', 'Kelly Marie Tran', 'Laura Dern', 'Benicio del Toro', 'Frank Oz', 'Billie Lourd', 'Joonas Suotamo', 'Amanda Lawrence', 'Jimmy Vee', 'Brian Herring', 'Dave Chapman', 'Justin Theroux', 'Tim Rose', 'Tom Kane', 'Adrian Edmondson', 'Mark Lewis Jones', 'Hermione Corfield', 'Veronica Ngo', 'Noah Segan', 'Jamie Christopher', 'Paul Kasey', 'Michaela Coel', 'Priyanga Burford', 'Navin Chowdhry', 'Crystal Clarke', 'Hugh Skinner', 'Shauna Macdonald', 'Kate Dickie', 'Ralph Ineson', 'Michael Jibson', 'Luke Neal', 'Andy Nyman', 'Lily Cole', 'Warwick Davis', 'Kiran Shah', 'Joseph Gordon-Levitt', 'Mike Quinn', 'Gareth Edwards', 'Gary Barlow', 'Peter Mayhew', 'Edgar Wright', 'Joe Cornish', 'Griffin Hamill', 'Nathan Hamill', 'Chelsea Hamill', 'Yang Liang', 'David M. Santana', 'Andrew Jack', 'Jonathan Harden', 'Danny Euston', 'Aki Omoshaybi', 'Togo Igawa', 'Tim Steed', 'Simon Lowe', 'Joe Van Moyland', 'Darren Morfitt', 'Gerard Monaco', ""Patrick O'Kane"", 'Paul Bazely', 'Orion Lee', 'Amira Ghazalla', 'Akshay Kumar', 'Temirlan Blaev', 'Josiah Oniha', 'Sara Heller', 'Matthew Sharp', 'Jack Greenlees', 'Danny Sapani', 'Kevin Layne', 'Ben Morris', 'Andrew Abbott', 'Chris Adams', 'Samantha Alleyne', 'Martin Bratanov', 'Glen Carroll', 'Cavin Cornwall', 'James Cox', 'Steve Doyle', 'Josh Dyer', 'Karl Farrer', 'James Filanowski', 'David R. Grant', 'Ómar Guðjónsson', 'Craig Izzard', 'Christopher Jaciow', 'Tobias James-Samuels', 'Dan Lam', 'Antonio Lujak', 'Josh Methven', 'Sandeep Mohan', 'Ross Moneypenny', 'Florian Robin', 'Scott Tanner', 'Stephanie Silva', 'Clem So', 'Leo Thompson', 'Andy Wareham', 'William Willoughby', 'Oscar Wright', 'Karanja Yorke', 'Bill Hader', 'Ben Schwartz']"
Thor: Ragnarok,2017,Taika Waititi,131,"['Chris Hemsworth', 'Tom Hiddleston', 'Cate Blanchett', 'Tessa Thompson', 'Jeff Goldblum', 'Idris Elba', 'Karl Urban', 'Mark Ruffalo', 'Anthony Hopkins', 'Benedict Cumberbatch', 'Taika Waititi', 'Rachel House', 'Clancy Brown', 'Tadanobu Asano', 'Ray Stevenson', 'Zachary Levi', 'Stan Lee', 'Georgia Blizzard', 'Amali Golden', 'Luke Hemsworth', 'Sam Neill', 'Matt Damon', 'Charlotte Nicdao', 'Ashley Ricardo', 'Shalom Brune-Franklin', 'Taylor Hemsworth', 'Cohen Holloway', ""Alia Seror-O'Neill"", 'Sophia Laryea', 'Steven Oliver', 'Hamish Parkinson', 'Jasper Bagg', 'Sky Castanho', 'Shari Sebbens', 'Richard Green', 'Sol Castanho', 'Jet Tranter', 'Samantha Hopper', 'Eloise Winestock', 'Rob Mayes', 'Tahlia Jade', 'Winnie Mzembe', 'Sean Edward Frazer', 'Connor Zegenhagen', 'Tracie Filmer', 'Tracey Lee Maxwell', 'Beatrice Ward', 'Donnie Baxter', 'Greta Carew-Johns', 'Mollie McGregor', 'Sophia McGregor', 'Scarlett Johansson', 'Katie Anderson', 'Ash Ricardo', 'Sam Hargrave', 'Garreth Hadfield', 'Leonardo Dantès', 'Braden Lewis']"
The Shape of Water,2017,Guillermo del Toro,123,"['Sally Hawkins', 'Doug Jones', 'Michael Shannon', 'Richard Jenkins', 'Octavia Spencer', 'Michael Stuhlbarg', 'David Hewlett', 'Nick Searcy', 'Stewart Arnott', 'Nigel Bennett', 'Lauren Lee Smith', 'Martin Roach', 'Allegra Fulton', 'John Kapelos', 'Morgan Kelly', 'Wendy Lyon', 'Madison Ferguson', 'Jayden Greig', 'Deney Forrest', 'Brandon McKnight', 'Dru Viergever', 'Marvin Kaye', 'Jim Pagiamtzis', 'Cameron Laurie', 'Alexey Pankratov', 'Shane Clinton Jarvis', 'Evgeny Akimov', 'Dave Reachill', 'Matthew Mease', 'Amanda Smith', 'Maxine Grossman', 'Edward Tracz', ""Shaila D'Onofrio"", 'Vanessa Oude-Reimerink', 'Sergey Nikonov', 'Jonelle Gunderson', 'Clyde Whitham', 'Dan Lett', 'Danny Waugh', 'Karen Glave', 'Diego Fuentes', 'Cody Ray Thompson']"
Django Unchained,2012,Quentin Tarantino,165,"['Jamie Foxx', 'Christoph Waltz', 'Leonardo DiCaprio', 'Kerry Washington', 'Samuel L. Jackson', 'Walton Goggins', 'Dennis Christopher', 'James Remar', 'David Steen', 'Dana Gourrier', 'Nichole Galicia', 'Laura Cayouette', 'Ato Essandoh', 'Sammi Rotibi', 'Clay Donahue Fontenot', 'Escalante Lundy', 'Miriam F. Glover', 'Don Johnson', 'Franco Nero', 'James Russo', 'Tom Wopat', 'Don Stroud', 'Amber Tamblyn', 'Bruce Dern', 'M.C. Gainey', 'Cooper Huckabee', 'Doc Duhame', 'Jonah Hill', 'Lee Horsley', 'Zoë Bell', 'Michael Bowen', 'Robert Carradine', 'Jake Garber', 'Ted Neeley', 'James Parks', 'Tom Savini', 'Michael Parks', 'John Jarratt', 'Quentin Tarantino', 'Amari Cheatom', 'Keith Jefferson', 'Marcus Henderson', 'Lil Chuuch', 'Kinetic', 'Louise Stratten', 'Kim Robillard', 'Shana Stein', 'Shannon Hazlett', 'Jack Lucarelli', 'Victoria Thomas', 'Grace Collins', 'Sharon Pierre-Louis', 'Christopher Berry', 'Kim Collins', 'Dane Rhodes', 'J.D. Evermore', 'Rex Linn', 'Michael Bacall', 'Ronan Hice', 'Ned Bellamy', 'Dave Coennen', 'Danièle Watts', 'Jon Eyez', 'Omar Dorsey', 'Evan Parke', 'Craig Stark', 'Brian Brown', 'Ritchie Montgomery', 'Nicholas Dashnaw', 'Jarrod Bunch', 'Edrick Browne', 'Kerry Sims', 'Jamal Duff', 'Todd Allen', 'Lewis Smith', 'Keniaryn Mitchell', 'Jakel Marshall', 'Carl Singleton', 'Ashley Toman', 'John McConnell', 'Mark Amos', ""Monica Rene'e Anderson"", 'Marsha Stephanie Blake', 'Catherine Lambert', 'Deborah Ayorinde', 'Takara Clark', 'Kimberley Drummond', 'Tenaj L. Jackson', 'Carl Bailey', 'Ross P. Cook', 'Gregory Allen Gabroy', 'Seth Bailey', 'David G. Baker', 'Richie J. Ladner', 'Glen Warner', 'Kesha Bullard', 'Edward J. Clare', 'Jordon Michael Corbin', 'Mike DeMille', 'Gary Grubbs', 'Justin Hall', 'Sandra Linz', 'Kasey James', 'Skipper Landry', 'Cindy Mah', 'Johnny Otto', 'Belinda Owino', 'Mark Ulano', 'Misty Upham', 'Russ Tamblyn', 'Fatimah Taliah', 'Santana Draper']"
Spider-Man: Homecoming,2017,Jon Watts,133,"['Tom Holland', 'Michael Keaton', 'Robert Downey Jr.', 'Marisa Tomei', 'Jon Favreau', 'Gwyneth Paltrow', 'Zendaya', 'Donald Glover', 'Jacob Batalon', 'Laura Harrier', 'Tony Revolori', 'Bokeem Woodbine', 'Tyne Daly', 'Abraham Attah', 'Hannibal Buress', 'Kenneth Choi', 'Selenis Leyva', 'Angourie Rice', 'Martin Starr', 'Garcelle Beauvais', 'Michael Chernus', 'Michael Mando', 'Logan Marshall-Green', 'Jennifer Connelly', 'Gary Weeks', 'Christopher Berry', 'Jorge Lendeborg Jr.', 'Tunde Adebimpe', 'Tiffany Espensen', 'Isabella Amara', 'Michael Barbieri', 'Josie Totah', 'Hemky Madera', 'Zach Cherry', 'Kirk R. Thatcher', 'Yu Lew', 'Sondra James', 'Bob Adrian', 'Gary Richardson', 'Stan Lee', 'Joe Hang', 'Wayne Pére', 'Chris Evans', 'Alexa Laraki', 'Liza Fagin', 'Kerry Condon', 'John Penick', 'Ethan Dizon', 'Amy Hill', 'Miles Mussenden', 'Martha Kelly', 'Kevin LaRosa Jr.', 'Ren Colley', 'Jennifer Kim', 'Ari Groover', 'Louis Gonzalez', 'Stewart Steinberg', 'Andy Powers', 'Omar Capra', 'Nitin Nohria', 'Vince Foster', 'Brian Schaeffer', 'Chris Adams', 'Maiya Boyd', 'Rebeca Donovan', 'Elli', 'Nickolas Wolf', 'Jaine Ye', 'Gina Cordan', 'Friday Chamberlain', 'Dante Brattelli', 'Melissa Kay Glaze', 'Donald K. Overstreet', 'Hallie Ricardo', 'Doug Scroggins III', 'Marmee Regine Cosico', 'Harrison Osterfield', 'Chris Silcox']"
Deadpool,2016,Tim Miller,108,"['Ryan Reynolds', 'Morena Baccarin', 'Ed Skrein', 'T.J. Miller', 'Gina Carano', 'Leslie Uggams', 'Brianna Hildebrand', 'Karan Soni', 'Jed Rees', 'Stefan Kapičić', 'Randal Reeder', 'Isaac C. Singleton Jr.', 'Michael Benyaer', 'Style Dayne', 'Kyle Cassie', 'Taylor Hickson', 'Ayzee', 'Naika Toussaint', 'Justyn Shippelt', 'Donna Yamamoto', 'Hugh Scott', 'Cindy Piper', 'Em Haine', 'Aatash Amir', 'Chad Riley', 'Paul Belsito', 'Darcey Johnson', 'Kyle Rideout', 'Jason William Day', 'Stan Lee', 'Benjamin Wilkinson', 'Rachel Sheen', 'Paul Lazenby', 'Rob Hayter', 'Andre Tricoteux', 'Victoria De Mare', 'Heather Ashley Chase', 'Kayla Adams', 'Olesia Shewchuk', 'Fabiola Colmenero', 'Matthew Hoglie']"
Star Wars,1977,George Lucas,121,"['Mark Hamill', 'Harrison Ford', 'Carrie Fisher', 'Peter Cushing', 'Alec Guinness', 'Anthony Daniels', 'Kenny Baker', 'Peter Mayhew', 'David Prowse', 'James Earl Jones', 'Phil Brown', 'Shelagh Fraser', 'Jack Purvis', 'Alex McCrindle', 'Eddie Byrne', 'Drewe Henley', 'Denis Lawson', 'Garrick Hagon', 'Jack Klaff', 'William Hootkins', 'Angus MacInnes', 'Jeremy Sinden', 'Graham Ashley', 'Don Henderson', 'Richard LeParmentier', 'Leslie Schofield', 'Michael Leader', 'David Ankrum', 'Scott Beach', 'Lightning Bear', 'Jon Berg', 'Doug Beswick', 'Paul Blake', 'Janice Burchette', 'Ted Burnett', 'John Chapman', 'Gilda Cohen', 'Tim Condren', 'Barry Copping', 'Alfie Curtis', 'Robert Davies', 'Maria De Aragon', 'Robert A. Denham', 'Frazer Diamond', 'Peter Diamond', 'Warwick Diamond', 'Sadie Eden', 'Kim Falkinburg', 'Harry Fielder', 'Ted Gagliano', 'Salo Gardner', 'Steve Gawley', 'Barry Gnome', 'Rusty Goffe', 'Isaac Grand', 'Reg Harding', 'Alan Harris', 'Frank Henson', 'Christine Hewett', 'Arthur Howell', 'Tommy Ilsley', 'Joe Johnston', 'Annette Jones', 'Linda Jones', 'Joe Kaye', 'Colin Michael Kitchens', 'Melissa Kurtz', 'Tiffany Hillkurtz', 'Al Lampert', 'Anthony Lang', 'Laine Liska', 'Derek Lyons', 'Mahjoub', 'Alf Mangan', 'Grant McCune', 'Geoffrey Moon', 'Mandy Morton', 'Lorne Peterson', 'Marcus Powell', 'Shane Rimmer', 'Pam Rose', 'George Roubicek', 'Erica Simmons', 'Angela Staines', 'George Stock', 'Roy Straite', 'Peter Sturgeon', 'Peter Sumner', 'John Sylla', 'Tom Sylla', 'Malcolm Tierney', 'Phil Tippett', 'Burnell Tucker', 'Morgan Upton', 'Jerry Walter', 'Hal Wamsley', 'Diana Sadley Way', 'Bill Weston', 'Fred Wood', 'Colin Higgins', 'Ron Tarr', 'Anthony Forrest', 'Frances Alfred Basil Tomlin', 'Larry Ward', 'John Cannon']"
